Package Name,Directory Name,Prefixes,File Numbers,File Names,Globals
,,,71.8,RADIOPHARMACEUTICAL SOURCE,
,,,71.9,RADIOPHARMACEUTICAL LOT,
,,,72,EXAMINATION STATUS,
,,,73.1,RAD MODALITY DEFINED TERMS,
,,,73.2,RADIOLOGY CPT BY PROCEDURE TYPE,
,,,74,RAD/NUC MED REPORTS,
,,,74.1,STANDARD REPORTS,
,,,74.2,REPORT BATCHES,
,,,74.3,REPORT DISTRIBUTION QUEUE,
,,,74.4,REPORT DISTRIBUTION,
,,,75.1,RAD/NUC MED ORDERS,
,,,75.2,RAD/NUC MED REASON,
,,,78.1,COMPLICATION TYPES,
,,,78.2,LBL/HDR/FTR FORMATS,
,,,78.3,DIAGNOSTIC CODES,
,,,78.4,FILM SIZES,
,,,78.6,CAMERA/EQUIP/RM,
,,,78.7,LABEL PRINT FIELDS,
,,,79,RAD/NUC MED DIVISION,
,,,79.1,IMAGING LOCATIONS,
,,,79.198,RADIOLOGY 200 CONVERSION,
,,,79.199,RADIOLOGY REQUESTING LOCATIONS,
,,,79.2,IMAGING TYPE,
,,,79.3,HL7 MESSAGE EXCEPTIONS,
,,,79.7,RAD/NUC MED HL7 APPLICATION EXCEPTION,
LAB SERVICE,Lab Service,LR,60,LABORATORY TEST,
,,LS,61,TOPOGRAPHY FIELD,
,,,61.1,MORPHOLOGY FIELD,
,,,61.2,ETIOLOGY FIELD,
,,,61.3,FUNCTION FIELD,
,,,61.38,MICRO INSTRUMENT SET-UP,
,,,61.4,DISEASE FIELD,
,,,61.5,PROCEDURE FIELD,
,,,61.6,OCCUPATION FIELD,
,,,62,COLLECTION SAMPLE,
,,,62.05,URGENCY,
,,,62.06,ANTIMICROBIAL SUSCEPTIBILITY,
,,,62.07,EXECUTE CODE,
,,,62.1,DELTA CHECKS,
,,,62.2,LAB SECTION,
,,,62.3,LAB CONTROL NAME,
,,,62.4,AUTO INSTRUMENT,
,,,62.5,LAB DESCRIPTIONS,
,,,62.55,AGGLUTINATION STRENGTH,
,,,62.6,ACCESSION TEST GROUP,
,,,63,LAB DATA,
,,,63.9999,ARCHIVED LR DATA,
,,,64,WKLD CODE,
,,,64.03,WKLD LOG FILE,
,,,64.036,LAB DSS LAR EXTRACT,
,,,64.05,NON WKLD PROCEDURES,
,,,64.061,LAB ELECTRONIC CODES,
,,,64.062,LAB ELECTRONIC SUBTYPES,
,,,64.1,WKLD DATA,
,,,64.19999,ARCHIVED WKLD DATA,
,,,64.2,WKLD SUFFIX CODES,
,,,64.21,WKLD CODE LAB SECT,
,,,64.22,WKLD ITEM FOR COUNT,
,,,64.3,WKLD INSTRUMENT MANUFACTURER,
,,,64.5,LAB REPORTS,
,,,64.6,INTERIM REPORTS,
,,,64.7,CUMULATIVE,
,,,64.81,LAB NLT/CPT CODES,
,,,65,BLOOD INVENTORY,
,,,65.4,BLOOD BANK UTILITY,
,,,65.5,BLOOD DONOR,
,,,65.9,LAB LETTER,
,,,66,BLOOD PRODUCT,
,,,66.2,BLOOD BANK VALIDATION,
,,,66.5,OPERATION (MSBOS),
,,,66.9,BLOOD COMPONENT REQUEST,
,,,67,REFERRAL PATIENT,
,,,67.1,RESEARCH,
,,,67.2,STERILIZER,
,,,67.3,ENVIRONMENTAL,
,,,67.4,NON PATIENT WORKLOAD,
,,,67.9,LAB MONTHLY WORKLOADS,
,,,67.99999,ARCHIVED LAB MONTHLY WORKLOADS,
,,,68,ACCESSION,
,,,68.2,LOAD/WORK LIST,
,,,68.4,WORKLIST HEADINGS,
,,,68.999999901,LAB VA-IHS LINK,
,,,69,LAB ORDER ENTRY,
,,,69.1,COLLECTION LIST,
,,,69.2,LAB SECTION PRINT,
,,,69.4,LAB SEARCH/EXTRACT PROTOCOL,
,,,69.5,LAB SEARCH/EXTRACT,
,,,69.51,LREPI REMINDER LINK,
,,,69.6,LAB PENDING ORDERS ENTRY,
,,,69.9,LABORATORY SITE,
,,,69.91,LR ROUTINE INTEGRITY CHECKER,
,,,95,LAB JOURNAL,
,,,95.11,LAB ARCHIVAL ACTIVITY,
,,,95.3,LAB LOINC,
,,,95.31,LAB LOINC COMPONENT,
,,,6000,VBECS SITE PARAMETERS,
,,,6001,VBECS DATA INTEGRITY/CONVERSION STATISTICS,
NURSING SERVICE,Nursing Service,NUR,210,NURS STAFF,
,,,211.1,NURS PAY SCALE,
,,,211.2,*NURS GRADE/STEP,
,,,211.3,NURS SERVICE POSITION,
,,,211.4,NURS LOCATION,
,,,211.5,NURS CLINICAL BACKGROUND,
,,,211.6,NURS TOUR OF DUTY,
,,,211.7,NURS AMIS POSITION,
,,,211.8,NURS POSITION CONTROL,
,,,211.9,NURS VACANCY/TRANSFERRED REASONS,
,,,212.1,NURS EDUCATION,
,,,212.2,NURS CERTIFICATION,
,,,212.3,NURS COLLEGE MAJOR,
,,,212.4,*NURS MANDATORY INSERVICE,
,,,212.42,*NURS MI CLASS GROUP,
,,,212.6,NURS PRIVILEGE,
,,,212.7,NURS PRODUCT LINE,
,,,213.2,NURS AMIS 1106B FTEE,
,,,213.3,NURS AMIS WARD,
,,,213.4,NURS AMIS 1106 MANHOURS,
,,,213.5,NURS AMIS DAILY EXCEPTION REPORT,
,,,213.9,NURS PARAMETERS,
,,,214,NURS PATIENT,
,,,214.6,NURS CLASSIFICATION,
,,,214.7,NURS REVIEW CLASSIFICATION,
,,,216.8,NURS CARE PLAN,
,,,217,NURQ QI SUMMARY,
,,,217.1,NURQ STANDARDS OF CARE/PRACTICE,
,,,217.2,NURQ RATIONALE,
,,,217.3,NURQ FREQUENCY,
,,,219.7,*NURS CONVERSION NAME CHANGE,
AUTOMATED LAB INSTRUMENTS,Automated Lab Instruments,LA,61.39,LABORATORY INSTRUMENT CODE,
,,,62.48,LA7 MESSAGE PARAMETER,
,,,62.485,LA7 MESSAGE LOG BULLETINS,
,,,62.487,FOREIGN INTERFACE,
,,,62.49,LA7 MESSAGE QUEUE,
,,,62.8,LAB SHIPPING MANIFEST,
,,,62.85,LAB SHIPPING EVENT,
,,,62.9,LAB SHIPPING CONFIGURATION,
,,,62.91,LAB SHIPPING CONTAINER,
,,,62.92,LAB SHIPPING METHOD,
,,,62.93,LAB SHIPPING CONDITIONS,
BAR CODE MED ADMIN,Barcode Medication Administration,PSB,53.66,BCMA IV PARAMETERS,
,,ALPB,53.68,BCMA MISSING DOSE REQUEST,
,,,53.69,BCMA REPORT REQUEST,
,,,53.7,BCMA BACKUP DATA,
,,,53.71,BCMA BACKUP PARAMETERS,
,,,53.77,BCMA UNABLE TO SCAN LOG,
,,,53.78,BCMA MEDICATION VARIANCE LOG,
,,,53.79,BCMA MEDICATION LOG,
INPATIENT MEDICATIONS,Inpatient Medications,PSJ,50.2,IV CATEGORY,
,,PSIV,50.3,PRIMARY DRUG,
,,PSG,50.35,DRUG APPLICATION,
,,!PSGW,50.8,IV STATS,
,,,51.15,ADMINISTRATION SHIFT,
,,,53.1,NON-VERIFIED ORDERS,
,,,53.2,UNIT DOSE ORDER SET,
,,,53.3,ACTIVITY LOG REASON,
,,,53.4,PRE-EXCHANGE NEEDS,
,,,53.41,MAR LABELS,
,,,53.42,INPATIENT BACKGROUND JOB,
,,,53.43,MISCELLANEOUS REPORT FILE,
,,,53.44,PHYSICIANS' ORDERS,
,,,53.45,INPATIENT USER PARAMETERS,
,,,53.46,CLINIC DEFINITION,
,,,53.5,PICK LIST,
,,,53.55,UNIT DOSE/ATC MEDS,
,,,57.1,PHARMACY QUICK ORDER,
,,,57.5,WARD GROUP,
,,,57.6,UNIT DOSE PICK LIST STATS,
,,,57.7,MEDICATION ADMINISTERING TEAM,
,,,57.8,CLINIC GROUP,
,,,59.5,IV ROOM,
,,,59.6,INPATIENT WARD PARAMETERS,
NATIONAL DRUG FILE,National Drug File,PSN,50.6,VA GENERIC,
,,,50.605,VA DRUG CLASS,
,,,50.607,DRUG UNITS,
,,,50.608,PACKAGE TYPE,
,,,50.609,PACKAGE SIZE,
,,,50.612,NATIONAL DRUG TRANSLATION,
,,,50.621,PMI-ENGLISH,
,,,50.622,PMI-SPANISH,
,,,50.623,PMI MAP-ENGLISH,
,,,50.624,PMI MAP-SPANISH,
,,,50.625,WARNING LABEL-ENGLISH,
,,,50.626,WARNING LABEL-SPANISH,
,,,50.627,WARNING LABEL MAP,
,,,50.64,VA DISPENSE UNIT,
,,,50.67,NDC/UPN,
,,,50.68,VA PRODUCT,
,,,51.2,MEDICATION ROUTES,
,,,55.95,DRUG MANUFACTURER,
,,,56,DRUG INTERACTION,
OUTPATIENT PHARMACY,Outpatient Pharmacy,PSO,50.073,DUE QUESTIONNAIRE,PSCST
,,,50.0731,DUE ANSWER SHEET,PSRX
,,,50.0732,DUE QUESTION,
,,,50.0733,DUE SECTION,
,,,50.9,DRUG COST,
,,,51.1,ADMINISTRATION SCHEDULE,
,,,51.5,ORDER UNIT,
,,,52,PRESCRIPTION,
,,,52.11,PATIENT NOTIFICATION (Rx READY),
,,,52.4,RX VERIFY,
,,,52.41,PENDING OUTPATIENT ORDERS,
,,,52.43,PRESCRIPTION REFILL REQUEST,
,,,52.5,RX SUSPENSE,
,,,52.51,PHARMACY EXTERNAL INTERFACE,
,,,52.52,CLOZAPINE PRESCRIPTION OVERRIDES,
,,,52.8,PHARMACY ARCHIVE,
,,,52.85,EPHARMACY MEDICATION PROFILE PREFERENCES,
,,,52.86,EPHARMACY SITE PARAMETERS,
,,,52.87,PSO TRICARE AUDIT LOG,
,,,52.9,PHARMACY PRINTED QUEUE,
,,,52.91,TPB ELIGIBILITY,
,,,52.92,TPB INSTITUTION LETTERS,
,,,53,RX PATIENT STATUS,
,,,59,OUTPATIENT SITE,
,,,59.1,OUTPATIENT AMIS DATA,
,,,59.12,OUTPATIENT PHARMACY MANAGEMENT DATA,
,,,59.2,WAITING TIME,
,,,59.3,GROUP DISPLAY,
,,,59.8,OUTPATIENT CLINIC SORT GROUP,
SURGERY,Surgery,SR,130,SURGERY,
,,,131,PERSON FIELD RESTRICTION,
,,,131.01,SURGERY TRANSPORTATION DEVICES,
,,,131.25,OPERATION TIMES,
,,,131.6,SURGERY DISPOSITION,
,,,131.7,OPERATING ROOM,
,,,131.8,SURGERY UTILIZATION,
,,,131.9,PROSTHESIS,
,,,132,SURGERY POSITION,
,,,132.05,RESTRAINTS AND POSITIONAL AIDS,
,,,132.4,SURGICAL DELAY,
,,,132.8,ASA CLASS,
,,,132.9,ATTENDING CODES,
,,,132.95,ANESTHESIA SUPERVISOR CODES,
,,,133,SURGERY SITE PARAMETERS,
,,,133.2,SURGERY INTERFACE PARAMETER,
,,,133.4,MONITORS,
,,,133.6,IRRIGATION,
,,,133.7,SURGERY REPLACEMENT FLUIDS,
,,,133.8,SURGERY WAITING LIST,
,,,134,OPERATING ROOM TYPE,
,,,135,SURGERY CANCELLATION REASON,
,,,135.1,SKIN PREP AGENTS,
,,,135.2,SKIN INTEGRITY,
,,,135.3,PATIENT MOOD,
,,,135.4,PATIENT CONSCIOUSNESS,
,,,136,SURGERY PROCEDURE/DIAGNOSIS CODES,
,,,136.5,PERIOPERATIVE OCCURRENCE CATEGORY,
,,,137,CPT EXCLUSIONS,
,,,137.45,LOCAL SURGICAL SPECIALTY,
,,,138,ELECTROGROUND POSITIONS,
,,,139.2,RISK MODEL LAB TEST,
,,,139.5,SURGERY TRANSPLANT ASSESSMENTS,
M XML PARSER,M XML Parser,MXML,,,
MAILMAN,MailMan,XM,3.6,BULLETIN,
,,,3.7,MAILBOX,
,,,3.73,MESSAGES TO BE NEW AT A LATER DATE,
,,,3.8,MAIL GROUP,
,,,3.816,DISTRIBUTION LIST,
,,,3.9,MESSAGE,
,,,4.2,DOMAIN,
,,,4.281,INTER-UCI TRANSFER,
,,,4.2995,MAILMAN OUTSTANDING FTP TRANSACTIONS,
,,,4.2996,INTERNET SUFFIX,
,,,4.2997,REMOTE USER DIRECTORY,
,,,4.2998,MESSAGE DELIVERY STATS,
,,,4.2999,MESSAGE STATISTICS,
,,,4.3,MAILMAN SITE PARAMETERS,
,,,4.4,MAILMAN TIME ZONE,
,,,4.5,NETWORK TRANSACTION,
,,,4.501,NETWORK SENDERS REJECTED,
,,,4.6,TRANSMISSION SCRIPT,
DIETETICS,Dietetics,FH,111,DIETS,
,,,111.1,DIET PATTERNS,
,,,112,FOOD NUTRIENTS,
,,,112.2,DRI VALUES,
,,,112.6,USER MENU,
,,,113,INGREDIENT,
,,,113.1,STORAGE LOCATION,
,,,113.2,FH VENDOR,
,,,114,RECIPE,
,,,114.1,RECIPE CATEGORY,
,,,114.2,PREPARATION AREA,
,,,114.3,SERVING UTENSIL,
,,,114.4,EQUIPMENT,
,,,115,NUTRITION PERSON,
,,,115.2,FOOD PREFERENCES,
,,,115.3,NUTRITION CLASSIFICATION,
,,,115.4,NUTRITION STATUS,
,,,115.5,DIETETIC NUTRITION PLAN,
,,,115.6,ENCOUNTER TYPES,
,,,115.7,DIETETIC ENCOUNTERS,
,,,116,MENU CYCLE,
,,,116.1,MEAL,
,,,116.2,PRODUCTION DIET,
,,,116.3,HOLIDAY MEALS,
,,,117,MEALS SERVED,
,,,117.1,STAFFING DATA,
,,,117.2,DIETETIC COST OF MEALS,
,,,117.3,ANNUAL REPORT,
,,,117.4,DIETETIC REPORT CATEGORIES,
,,,118,SUPPLEMENTAL FEEDINGS,
,,,118.1,SUPPLEMENTAL FEEDING MENU,
,,,118.2,TUBEFEEDING,
,,,118.3,STANDING ORDERS,
,,,119,DIETITIAN TICKLER FILE,
,,,119.1,UNITS,
,,,119.4,ISOLATION/PRECAUTION TYPE,
,,,119.5,DIETETIC CONSULTS,
,,,119.6,NUTRITION LOCATION,
,,,119.71,PRODUCTION FACILITY,
,,,119.72,SERVICE POINT,
,,,119.73,COMMUNICATION OFFICE,
,,,119.74,SUPPLEMENTAL FEEDING SITE,
,,,119.8,NUTRITION EVENTS,
,,,119.9,FH SITE PARAMETERS,
PROBLEM LIST,Problem List,GMPL,125,PROBLEM SELECTION LIST,
,,,125.1,PROBLEM SELECTION LIST CONTENTS,
,,,125.11,PROBLEM SELECTION CATEGORY,
,,,125.12,PROBLEM SELECTION CATEGORY CONTENTS,
,,,125.8,PROBLEM LIST AUDIT,
,,,125.99,PROBLEM LIST SITE PARAMETERS,
,,,9000011,PROBLEM,
TEXT INTEGRATION UTILITIES,Text Integration Utility,TIU,8925,TIU DOCUMENT,
,,,8925.1,TIU DOCUMENT DEFINITION,
,,,8925.2,TIU UPLOAD BUFFER,
,,,8925.3,TIU UPLOAD ERROR DEFINITION,
,,,8925.4,TIU UPLOAD LOG,
,,,8925.5,TIU AUDIT TRAIL,
,,,8925.6,TIU STATUS,
,,,8925.7,TIU MULTIPLE SIGNATURE,
,,,8925.8,TIU SEARCH CATEGORIES,
,,,8925.9,TIU PROBLEM LINK,
,,,8925.91,TIU EXTERNAL DATA LINK,
,,,8925.93,TIU PRINT PARAMETERS,
,,,8925.94,TIU DIVISION PRINT PARAMETERS,
,,,8925.95,TIU DOCUMENT PARAMETERS,
,,,8925.97,TIU CONVERSIONS,
,,,8925.98,TIU PERSONAL DOCUMENT TYPE LIST,
,,,8925.99,TIU PARAMETERS,
,,,8926,TIU PERSONAL PREFERENCES,
,,,8926.1,TIU VHA ENTERPRISE STANDARD TITLE,
,,,8926.2,TIU LOINC SUBJECT MATTER DOMAIN,
,,,8926.3,TIU LOINC ROLE,
,,,8926.4,TIU LOINC SETTING,
,,,8926.5,TIU LOINC SERVICE,
,,,8926.6,TIU LOINC DOCUMENT TYPE,
,,,8926.72,TIU LOINC SMD SYNONYMS,
,,,8926.73,TIU LOINC ROLE SYNONYMS,
,,,8926.74,TIU LOINC SETTING SYNONYMS,
,,,8926.75,TIU LOINC SERVICE SYNONYMS,
,,,8926.76,TIU LOINC DOCUMENT TYPE SYNONYMS,
,,,8927,TIU TEMPLATE,
,,,8927.1,TIU TEMPLATE FIELD,
PHARMACY DATA MANAGEMENT,Pharmacy Data Management,PSS,50,DRUG,
,,,50.4,DRUG ELECTROLYTES,
,,,50.416,DRUG INGREDIENTS,
,,,50.606,DOSAGE FORM,
,,,50.7,PHARMACY ORDERABLE ITEM,
,,,51,MEDICATION INSTRUCTION,
,,,51.23,STANDARD MEDICATION ROUTES,
,,,51.24,DOSE UNITS,
,,,51.7,DRUG TEXT,
,,,52.6,IV ADDITIVES,
,,,52.7,IV SOLUTIONS,
,,,54,RX CONSULT,
,,,55,PHARMACY PATIENT,
,,,59.7,PHARMACY SYSTEM,
,,,59.73,VENDOR DISABLE/ENABLE,
,,,59.74,VENDOR INTERFACE DATA,
,,,9009032.3,APSP INTERVENTION TYPE,
,,,9009032.4,APSP INTERVENTION,
,,,9009032.5,APSP INTERVENTION RECOMMENDATION,
SCHEDULING,Scheduling,SD,40.7,CLINIC STOP,
,,SC,40.9,LOCATION TYPE,
,,,44,HOSPITAL LOCATION,
,,,44.3,SDAM DATA MAP,
,,,403.35,SCHEDULING USER PREFERENCE,
,,,403.43,SCHEDULING EVENT,
,,,403.44,SCHEDULING REASON,
,,,403.46,STANDARD POSITION,
,,,403.47,TEAM PURPOSE,
,,,403.5,RECALL REMINDERS,
,,,403.51,RECALL REMINDERS APPT TYPE,
,,,403.52,RECALL REMINDERS LETTERS,
,,,403.53,RECALL REMINDERS PARAMETERS,
,,,403.54,RECALL REMINDERS PROVIDERS,
,,,403.55,RECALL REMINDERS TEAM,
,,,403.56,RECALL REMINDERS REMOVED,
,,,404.41,OUTPATIENT PROFILE,
,,,404.42,PATIENT TEAM ASSIGNMENT,
,,,404.43,PATIENT TEAM POSITION ASSIGNMENT,
,,,404.44,PCMM PARAMETER,
,,,404.45,PCMM SERVER PATCH,
,,,404.46,PCMM CLIENT PATCH,
,,,404.471,PCMM HL7 TRANSMISSION LOG,
,,,404.472,PCMM HL7 ERROR CODE,
,,,404.48,PCMM HL7 EVENT,
,,,404.49,PCMM HL7 ID,
,,,404.51,TEAM,
,,,404.52,POSITION ASSIGNMENT HISTORY,
,,,404.53,PRECEPTOR ASSIGNMENT HISTORY,
,,,404.56,TEAM AUTOLINK,
,,,404.57,TEAM POSITION,
,,,404.58,TEAM HISTORY,
,,,404.59,TEAM POSITION HISTORY,
,,,404.91,SCHEDULING PARAMETER,
,,,404.92,SCHEDULING REPORT DEFINITION,
,,,404.93,SCHEDULING REPORT FIELDS DEFINITION,
,,,404.94,SCHEDULING REPORT GROUP,
,,,404.95,SCHEDULING REPORT QUERY TEMPLATE,
,,,404.98,SCHEDULING CONVERSION SPECIFICATION TEMPLATE,
,,,407.5,LETTER,
,,,407.6,LETTER TYPE,
,,,409.1,APPOINTMENT TYPE,
,,,409.2,CANCELLATION REASONS,
,,,409.3,SD WAIT LIST,
,,,409.31,SD WL SERVICE/SPECIALTY,
,,,409.32,SD WL CLINIC LOCATION,
,,,409.35,SDWL TRANSFER REQUEST,
,,,409.36,SDWL TRANSFER ACCEPT,
,,,409.39,EWL CLEAN-UP,
,,,409.41,OUTPATIENT CLASSIFICATION TYPE,
,,,409.42,OUTPATIENT CLASSIFICATION,
,,,409.43,OUTPATIENT DIAGNOSIS,
,,,409.44,OUTPATIENT PROVIDER,
,,,409.45,OUTPATIENT CLASSIFICATION STOP CODE EXCEPTION,
,,,409.48,SDSC SERVICE CONNECTED CHANGES,
,,,409.5,SCHEDULING VISITS,
,,,409.55,APPOINTMENT PFSS ACCOUNT REFERENCE,
,,,409.6,PATIENT APPOINTMENT INFO LOG,
,,,409.61,LIST TEMPLATE,
,,,409.62,APPOINTMENT GROUP,
,,,409.63,APPOINTMENT STATUS,
,,,409.64,QUERY OBJECT,
,,,409.65,APPOINTMENT STATUS UPDATE LOG,
,,,409.66,APPOINTMENT TRANSACTION TYPE,
,,,409.67,CLINIC GROUP,
,,,409.68,OUTPATIENT ENCOUNTER,
,,,409.73,TRANSMITTED OUTPATIENT ENCOUNTER,
,,,409.74,DELETED OUTPATIENT ENCOUNTER,
,,,409.75,TRANSMITTED OUTPATIENT ENCOUNTER ERROR,
,,,409.76,TRANSMITTED OUTPATIENT ENCOUNTER ERROR CODE,
,,,409.77,ACRP TRANSMISSION HISTORY,
,,,409.91,ACRP REPORT TEMPLATE,
,,,409.92,ACRP REPORT TEMPLATE PARAMETER,
,,,409.95,PRINT MANAGER CLINIC SETUP,
,,,409.96,PRINT MANAGER DIVISION SETUP,
MEDICINE,Medicine,MC,690,MEDICAL PATIENT,
,,,690.1,MEDICINE PACKAGE PARAMETERS,
,,,690.2,MEDICINE VIEW,
,,,690.5,ASTM,
,,,690.7,Instrument HL7 Coding,
,,,690.97,MCQ POLLING,
,,,690.99,*NEW PERSON CONVERSION,
,,,691,ECHO,
,,,691.1,CARDIAC CATHETERIZATION,
,,,691.5,ELECTROCARDIOGRAM (EKG),
,,,691.6,HOLTER,
,,,691.7,EXERCISE TOLERANCE TEST,
,,,691.8,ELECTROPHYSIOLOGY (EP),
,,,691.9,ATRIAL STUDY,
,,,692,VENTRICULAR STUDY,
,,,693,MEDICAL DESCRIPTION,
,,,693.2,INTERPRETATION,
,,,693.3,ECG INTERPRETATION,
,,,693.5,RECORDING SITE,
,,,693.6,EP INTERVENTION,
,,,694,HEMATOLOGY,
,,,694.1,INDICATION,
,,,694.5,CARDIAC SURGERY RISK ASSESSMENT,
,,,694.8,PROCEDURE TERM,
,,,695,MEDICATION,
,,,695.1,REGIONAL WALL MOTION,
,,,695.3,CATH PROCEDURE,
,,,695.4,PAST HISTORY AND RISK FACTOR,
,,,695.5,SYMPTOM,
,,,695.6,HEART CATHETER,
,,,695.8,REASON (MEDICINE),
,,,695.9,NORMALITY OF CORONARY VESSEL,
,,,696,SEGMENT OF CORONARY ARTERIES,
,,,696.1,PERCENTAGE LESION,
,,,696.2,LESION MORPHOLOGY,
,,,696.3,MORPHOLOGY OF DISTAL VESSEL,
,,,696.4,BYPASS GRAFT SEGMENT,
,,,696.5,LEFT VENTRICULOGRAPHY,
,,,696.7,MITRAL REGURG ON LV GRAM,
,,,696.9,COMPLICATION,
,,,697,ANATOMY,
,,,697.1,REFERRING PHYSICIAN/AGENCY,
,,,697.2,PROCEDURE/SUBSPECIALTY,
,,,697.3,MEDICINE SCREEN (USER),
,,,697.5,MEDICAL DIAGNOSIS/ICD CODES,
,,,698,GENERATOR IMPLANT,
,,,698.1,V LEAD IMPLANT,
,,,698.2,A LEAD IMPLANT,
,,,698.3,PACEMAKER SURVEILLANCE,
,,,698.4,PACEMAKER EQUIPMENT,
,,,698.6,PACEMAKER MANUFACTURER,
,,,698.9,NON-MAGNET ECG RHYTHM,
,,,699,ENDOSCOPY/CONSULT,
,,,699.48,INSTRUMENT,
,,,699.5,GENERALIZED PROCEDURE/CONSULT,
,,,699.55,GROSS,
,,,699.57,MODIFIER,
,,,699.6,DIAG/THERAP INTERVENT,
,,,699.7,ENDOSCOPIC DEVICE,
,,,699.81,RESULTS,
,,,699.82,CONSULTATION TYPE,
,,,699.83,LOCATION OF PAIN/PNEUMONIAS,
,,,699.84,DISEASE EVALUATION,
,,,699.85,FOLLOWUP DEVICE/THERAPY,
,,,699.86,SURVEILLANCE,
,,,699.88,NON-ENDOSCOPIC PROCEDURE,
,,,700,PULMONARY FUNCTION TESTS,
,,,700.1,PFT PREDICTED VALUES,
,,,700.2,PFT FORMULA,
,,,700.5,MEDICINE AUTO INSTRUMENT INTERFACE SUMMARY,
,,,701,RHEUMATOLOGY,
ADVERSE REACTION TRACKING,Adverse Reaction Tracking,GMRA,120.8,PATIENT ALLERGIES,
,,GMA,120.82,GMR ALLERGIES,
,,,120.83,SIGN/SYMPTOMS,
,,,120.84,GMR ALLERGY SITE PARAMETERS,
,,,120.85,ADVERSE REACTION REPORTING,
,,,120.86,ADVERSE REACTION ASSESSMENT,
,,,120.87,GMRA DOCUMENT,
CONSULT/REQUEST TRACKING,Consult Request Tracking,GMRC,123,REQUEST/CONSULTATION,
,,GMRS,123.1,REQUEST ACTION TYPES,
,,GMRT,123.3,GMRC PROCEDURE,
,,,123.5,REQUEST SERVICES,
,,,123.6,IFC MESSAGE LOG,
,,,123.9,CONSULTS PARAMETERS FILE,
GEN. MED. REC. - GENERATOR,General Medical Record - Generator,GMRG,124.1,GMRG PARAMETERS,
,,,124.2,AGGREGATE TERM,
,,,124.25,TERM CLASSIFICATION,
,,,124.3,GMR TEXT,
GEN. MED. REC. - I/O,General Medical Record - IO,GMRY,126,GMRY PATIENT I/O FILE,
,,GMRD,126.56,GMRY INPUT TYPE,
,,,126.58,GMRY OUTPUT TYPE,
,,,126.6,GMRY OUTPUT SUBTYPE,
,,,126.7,GMRY IV SITE,
,,,126.72,GMRY IV SITE DESCRIPTION,
,,,126.74,GMRY IV CATHETER,
,,,126.76,GMRY IV DC'ED REASON,
,,,126.8,GMRY INTAKE ITEMS,
,,,126.9,GMRY NUR IV SOLUTION,
,,,126.95,GMRY NUR SHIFT/OTHER,
GEN. MED. REC. - VITALS,General Medical Record - Vitals,GMRV,120.5,GMRV VITAL MEASUREMENT,
,,GMV,120.51,GMRV VITAL TYPE,
,,,120.52,GMRV VITAL QUALIFIER,
,,,120.53,GMRV VITAL CATEGORY,
,,,120.55,GMRV ORDERS,
,,,120.57,GMRV VITALS PARAMETERS,
HEALTH LEVEL SEVEN,Health Level Seven,HL,770,HL7 NON-DHCP APPLICATION PARAMETER,
,,,771,HL7 APPLICATION PARAMETER,
,,,771.1,HL7 FIELD,
,,,771.2,HL7 MESSAGE TYPE,
,,,771.3,HL7 SEGMENT TYPE,
,,,771.4,HL7 DATA TYPE,
,,,771.5,HL7 VERSION,
,,,771.6,HL7 MESSAGE STATUS,
,,,771.7,HL7 ERROR MESSAGE,
,,,771.8,HL7 STANDARD,
,,,771.9,HL7 DEGREE,
,,,772,HL7 MESSAGE TEXT,
,,,773,HL7 MESSAGE ADMINISTRATION,
,,,774,SUBSCRIPTION CONTROL,
,,,776,HL7 MONITOR JOB,
,,,776.1,HL7 MONITOR,
,,,776.2,HL7 MONITOR MASTER JOB,
,,,776.3,HL7 MONITOR EVENT TYPE,
,,,776.4,HL7 MONITOR EVENT,
,,,776.5,HL7 MONITOR EVENTS PROFILE,
,,,776.999,HL7 MONITOR PARAMETERS,
,,,777,HLO MESSAGE BODY,
,,,778,HLO MESSAGES,
,,,779.001,HL7 EVENT TYPE CODE,
,,,779.002,HL7 ACKNOWLEDGEMENT CODE,
,,,779.003,HL7 ACCEPT/APPLICATION ACK CONDITION,
,,,779.004,COUNTRY CODE,
,,,779.005,HL7 MESSAGE STRUCTURE CODE,
,,,779.1,HLO SYSTEM PARAMETERS,
,,,779.11,HLO ERROR SCREENS,
,,,779.2,HLO APPLICATION REGISTRY,
,,,779.3,HLO PROCESS REGISTRY,
,,,779.4,HLO SUBSCRIPTION REGISTRY,
,,,779.5,HLO SEGMENT DEFINITIONS,
,,,779.9,HLO PRIORITY QUEUES,
,,,869.1,HL LOWER LEVEL PROTOCOL TYPE,
,,,869.2,HL LOWER LEVEL PROTOCOL PARAMETER,
,,,869.3,HL COMMUNICATION SERVER PARAMETERS,
,,,870,HL LOGICAL LINK,
HEALTH DATA & INFORMATICS,Health Data and Informatics,HDI,7115.1,HDIS DOMAIN,
,,,7115.3,HDIS XML TEMPLATE,
,,,7115.5,HDIS STATUS,
,,,7115.6,HDIS FILE/FIELD,
,,,7118.11,HDIS TERM/CONCEPT VUID ASSOCIATION,
,,,7118.21,HDIS SYSTEM,
,,,7118.22,HDIS FACILITY TERM/CONCEPT ASSOCIATION,
,,,7118.25,HDIS VUID IMPLEMENTATION STATUS,
,,,7118.29,HDIS PARAMETER,
LEXICON UTILITY,Lexicon Utility,LEX,757,MAJOR CONCEPT MAP,
